Pattern	&	Frequency in the sample
['9', '39', '47', '48', '63']	1
['11', '32', '51', '61', '63']	1
['5', '23', '46', '63', '90']	2
['17', '23', '29', '46', '66']	1
['17', '22', '31', '61', '66']	1
['22', '60', '66', '68', '79']	1
['25', '28', '41', '52']	1
['21', '25', '66', '86']	1
['21', '37', '50', '67', '89']	1
['40', '47', '61', '66', '80']	1
['3', '23', '55', '63']	1
['25', '40', '50', '55']	1
['46', '61', '70', '80']	1
['18', '20', '61', '66', '80']	1
['48', '55', '61', '68']	1
['14', '23', '26', '46', '50']	1
['20', '39', '43', '66', '86']	1
['11', '21', '47', '66']	1
['40', '50', '60', '63', '85']	1
['9', '26', '61', '75', '81']	1
['10', '61', '66', '73']	1
['7', '11', '21']	1
['11', '26', '40', '90']	1
['3', '27', '36', '44', '55']	1
['14', '55', '60', '63', '80']	1
['4', '20', '63', '81', '89']	1
['28', '40', '61', '66', '80']	1
['26', '39', '41', '46', '63']	1
['10', '48', '61', '71', '90']	1
['20', '59', '66', '72']	1
['21', '46', '59', '70']	1
['26', '50', '59', '61', '66']	1
['21', '25', '27', '63', '72']	1
['26', '37', '42', '66']	1
['14', '26', '50', '63', '66']	1
['7', '51', '61', '80', '89']	1
['25', '40', '80', '85', '90']	1
['11', '21', '25', '54', '90']	1
['11', '26', '46', '76', '85']	1
['9', '21', '54']	1
['17', '23', '29', '63', '68']	1
['19', '22', '26', '63', '89']	1
['61', '68', '72', '89']	1
['7', '56', '70', '81']	1
['23', '28', '46', '81', '85']	1
['19', '47', '61', '71', '85']	1
['39', '46', '56', '80']	1
['21', '33', '55', '61', '68']	1
['20', '66', '71', '79']	1
['10', '25', '54', '66', '76']	1
['28', '43', '63', '68', '89']	1
['5', '23', '68', '76', '80']	1
['22', '26', '63', '66', '89']	1
['7', '28', '40', '47', '88']	1
['10', '23', '29', '55', '60']	1
['20', '27', '39', '41', '76']	1
['14', '39', '56', '66', '70']	1
['9', '39', '43', '61', '63']	2
['23', '39', '41', '61', '80']	1
['23', '26', '54', '63', '90']	1
['23', '25', '32', '61', '68']	1
['9', '25', '28', '60', '61']	1
['11', '22', '36', '51', '66']	1
['4', '29', '32', '76', '88']	1
['22', '55', '67']	1
['3', '18', '23', '43', '47']	1
['9', '18', '51', '55', '60']	1
['10', '21', '22', '43', '61']	1
['4', '46', '50', '76', '80']	1
['4', '11', '28', '39', '63']	1
['43', '48', '60', '68']	1
['22', '25', '44', '66']	1
['21', '32', '60', '63', '68']	1
['4', '11', '23', '39', '61']	1
['11', '22', '36', '49', '81']	1
['26', '28', '41', '63', '75']	1
['10', '47', '60', '66', '89']	1
['19', '34', '39', '66']	1
['22', '25', '40', '81']	1
['3', '21', '25', '55']	1
['18', '21', '39', '41', '63']	1
['19', '50', '52', '75', '90']	1
['10', '18', '51', '61', '90']	1
['9', '26', '34', '46', '70']	1
['17', '40', '68', '85']	1
['4', '34', '63', '75']	1
['9', '11', '23', '47', '61']	1
['3', '9', '21', '32', '61']	1
['10', '43', '82']	1
['61', '72']	1
['25', '29', '40', '68', '76']	1
['21', '26', '80']	1
['20', '66', '79', '82']	1
['3', '25', '28', '34', '52']	1
['4', '17', '51', '71']	1
['3', '25', '28', '61']	1
['11', '60', '66', '68', '76']	2
['21', '25', '29', '50', '55']	1
['21', '25', '31', '79', '82']	1
['25', '32', '46', '61', '76']	1
['41', '47', '51', '73', '88']	1
['4', '26', '76', '85']	1
['27', '36', '43', '66']	1
['20', '41', '55', '80']	1
['54', '63', '70', '75', '88']	1
['26', '32', '40', '51', '85']	1
['47', '53', '58', '78']	1
['21', '28', '41', '46', '80']	1
['4', '21', '26', '70', '75']	1
['21', '25', '27', '72', '82']	1
['11', '20', '37', '41', '54']	1
['3', '23', '40', '47', '63']	1
['4', '11', '21', '46', '90']	1
['4', '47', '61', '88', '90']	1
['28', '54', '60', '80', '89']	1
['17', '40', '47', '54', '83']	1
['3', '9', '26', '56', '66']	1
['14', '21', '26', '57', '90']	1
['4', '23', '57']	1
['5', '17', '23', '54']	1
['3', '40', '51', '61', '63']	1
['14', '25', '28', '36', '54']	1
['37', '41', '61', '67', '81']	1
['44', '72', '77', '82', '89']	1
['20', '28', '61', '80', '90']	1
['9', '23', '28', '63', '76']	1
['3', '10', '21', '27', '68']	1
['10', '25', '39', '55', '79']	1
['7', '54', '60', '63']	1
['21', '22', '55', '66', '69']	1
['20', '28', '51', '80']	1
['3', '60', '72', '84']	1
['27', '51', '55', '63', '71']	1
['19', '20', '34', '82']	1
['11', '22', '55', '59', '89']	1
['23', '46', '50', '61', '63']	1
['17', '50', '63', '68', '80']	1
['22', '28', '67', '76', '89']	1
['3', '18', '25', '40']	1
['19', '25', '41', '57', '63']	1
['9', '18', '20', '23', '82']	1
['25', '56', '66', '82', '90']	1
['23', '34', '46', '52', '82']	1
['7', '26', '80', '82', '90']	1
['25', '26', '34', '79', '89']	1
['17', '22', '40', '41', '54']	1
['9', '26', '39', '51', '79']	1
['18', '22', '51', '61', '66']	1
['25', '39', '50', '54', '63']	1
['23', '50', '63', '75']	1
['25', '28', '33', '82']	1
['3', '20', '25', '41', '51']	1
['7', '28', '44', '55', '72']	1
['21', '22', '79']	1
['10', '11', '25', '51', '61']	1
['1', '25', '42']	1
['63', '71', '79']	1
['23', '29', '40', '66', '80']	1
['36', '40', '81', '89']	1
['1', '21', '26', '38', '78']	1
['9', '19', '51', '66', '73']	1
['9', '39', '53', '61']	1
['3', '20', '51', '72', '88']	1
['21', '29', '32', '76']	1
['22', '24', '28', '47', '62']	1
['25', '63', '66', '81', '88']	1
['3', '14', '26', '70', '90']	1
['21', '54', '61']	1
['28', '63', '70', '81']	1
['14', '28', '40', '66', '80']	1
['4', '37', '60', '75', '79']	1
['4', '17', '26', '61', '71']	1
['4', '26', '29', '43', '72']	1
['23', '39', '46', '66', '75']	1
['21', '26', '47', '48', '69']	1
['45', '52', '56', '71']	1
['4', '14', '26', '41', '51']	1
['7', '23', '26', '63', '85']	1
['4', '28', '33', '43']	1
['3', '21', '22', '39']	1
['3', '27', '43', '61', '66']	1
['4', '25', '70', '85']	1
['23', '28', '52', '70']	1
['7', '14', '25', '28', '46']	1
['25', '50', '63', '76']	1
['9', '25', '35', '47', '51']	1
['7', '44', '51', '89']	1
['3', '22', '66', '71', '88']	1
['3', '26', '47', '63', '87']	1
['26', '41', '63', '71', '89']	1
['3', '19', '22', '42', '61']	1
['25', '37', '39', '83', '89']	1
['23', '25', '47', '55', '66']	1
['21', '26', '28', '41', '54']	1
['20', '31', '81', '88']	1
['4', '39', '50', '57', '61']	1
['3', '9', '25', '55', '80']	1
['9', '26', '40', '54', '83']	1
['4', '17', '22', '36', '66']	1
['20', '39', '61', '66', '72']	1
['17', '20', '31', '41', '73']	1
['4', '39', '46', '88', '90']	1
['5', '11', '23', '26', '68']	2
['11', '25', '72', '79', '89']	1
['14', '55', '67', '71']	1
['18', '25', '30', '51', '55']	1
['5', '68', '85', '90']	1
['9', '14', '23', '61', '63']	1
['3', '28', '59', '70']	1
['10', '25', '47', '63', '68']	1
['7', '25', '31', '44', '63']	1
['34', '39', '52', '70', '75']	1
['11', '20', '25', '37', '73']	1
['5', '21', '26', '54', '76']	1
['21', '26', '28', '34', '90']	1
['10', '61', '67', '77', '89']	1
['7', '11', '55', '73']	1
['50', '54', '59', '63', '80']	1
['10', '26', '59', '66', '76']	1
['26', '59', '68', '80', '90']	1
['20', '23', '26', '60', '82']	1
['46', '56', '82', '90']	1
['61', '63', '66', '71', '90']	1
['18', '55', '63', '77']	1
['29', '43', '51', '55', '71']	1
['26', '47', '63', '88', '90']	1
['21', '46', '61', '83', '90']	1
['23', '29', '55', '63', '71']	1
['25', '28', '70', '75', '82']	1
['14', '21', '43', '66', '68']	1
['22', '27', '37', '76']	1
['23', '33', '39', '56', '90']	1
['11', '23', '50', '60', '61']	1
['41', '49', '63', '85']	1
['9', '40', '47']	1
['20', '26', '42', '71', '82']	1
['1', '9', '41', '47', '60']	1
['25', '26', '51', '73', '80']	1
['4', '11', '31', '47']	1
['20', '42', '72', '79']	1
['26', '28', '61', '63', '66']	1
['3', '7', '18', '60', '66']	1
['55', '63', '81', '89']	1
['21', '25', '39', '70', '81']	1
['14', '21', '25', '27', '48']	1
['3', '11', '51', '66', '89']	1
['21', '46', '75', '82', '90']	1
['51', '68', '76', '83', '90']	1
['26', '47', '54', '90']	1
['26', '28', '41', '61', '86']	1
['22', '28', '66', '89']	1
['9', '11', '20', '72']	1
['10', '21', '25', '26', '32']	1
['9', '26', '41', '51', '66']	1
['10', '25', '40', '68', '76']	1
['14', '22', '51', '63', '89']	1
['14', '40', '59', '73']	1
['26', '49', '60', '73', '82']	1
['21', '23', '41', '63', '70']	1
['4', '7', '28', '60', '89']	1
['7', '21', '31', '61', '71']	1
['4', '18', '33', '60', '86']	1
['4', '33', '41', '55', '61']	1
['25', '26', '41', '75']	1
['22', '33', '48', '55', '66']	1
['25', '41', '51', '58', '88']	1
['28', '36', '80', '82', '90']	1
['26', '32', '47', '68', '76']	1
['18', '21', '33', '60', '66']	1
['3', '25', '47', '63', '66']	1
['4', '47', '51', '60', '68']	1
['51', '55', '61', '66']	1
['29', '40', '46', '51', '85']	1
['3', '22', '40', '61']	1
['10', '18', '51', '71', '75']	1
['9', '28', '66', '89']	1
['9', '28', '47', '61', '63']	1
['3', '20', '61', '66', '80']	1
['11', '23', '26', '29', '47']	1
['14', '26', '41', '61']	1
['22', '41', '47', '88']	1
['25', '28', '60', '61', '66']	3
['27', '55']	1
['11', '40', '55', '77', '89']	1
['11', '25', '47', '79', '86']	1
['25', '36', '51', '66', '75']	1
['11', '25', '54', '59', '66']	1
['25', '26', '57', '88', '90']	1
['10', '25', '41', '44', '55']	1
['10', '12', '55', '66', '71']	1
['4', '20', '28', '40']	1
['1', '16', '28', '63', '84']	1
['3', '25', '26', '54', '61']	1
['10', '26', '32', '40', '47']	1
['21', '26', '63', '66', '80']	1
['22', '63', '68', '82']	1
['23', '28', '41', '57', '70']	1
['17', '20', '41', '72', '88']	1
['43', '47', '48', '66', '77']	1
['25', '26', '28', '41', '46']	1
['19', '36', '54', '70', '90']	1
['3', '21', '51', '67', '79']	1
['1', '20', '25', '51', '71']	1
['3', '11', '22', '63', '71']	1
['3', '7', '25', '53', '88']	1
['11', '21', '40', '60', '80']	1
['4', '14', '25', '61', '66']	1
['14', '55', '61', '67', '71']	1
['20', '47', '84', '89']	1
['9', '14', '70', '82', '90']	1
['10', '48', '55', '73', '89']	1
['61', '63', '66', '73', '89']	1
['17', '25', '40', '51', '76']	1
['22', '47', '60', '80', '88']	1
['10', '11', '32', '55', '59']	1
['15', '48', '75']	1
['40', '47', '63']	1
['28', '36', '41', '70', '90']	1
['3', '40', '51', '61', '66']	1
['3', '26', '61', '71', '89']	1
['9', '34', '41', '50', '59']	1
['42', '47', '49', '63', '71']	1
['3', '22', '61', '73']	1
['18', '25', '55', '60', '61']	1
['41', '46', '50', '52', '63']	1
['29', '32', '59', '61', '68']	1
['28', '40', '68', '82']	1
['9', '51', '61', '73', '89']	1
['3', '26', '28', '51', '66']	1
['9', '32', '63', '66', '76']	1
['32', '46', '50', '59', '85']	1
['7', '50', '70', '81', '85']	1
['40', '46', '55', '61', '85']	1
['28', '40', '41', '63', '88']	1
['10', '26', '34', '42', '72']	1
['25', '59', '66', '76', '85']	1
['26', '46', '70']	1
['37', '40', '72', '88']	1
['22', '47', '73']	1
['28', '40', '44', '66', '86']	1
['22', '36', '47', '51']	2
['11', '29', '66', '68']	1
['4', '7', '46', '50', '88']	1
['21', '26', '32', '50', '60']	1
['28', '63', '73']	1
['26', '29', '50', '76']	1
['21', '63', '81', '85']	1
['10', '23', '55', '68', '76']	1
['20', '26', '37', '79']	1
['23', '25', '28', '51', '75']	1
['22', '28', '37', '63', '71']	1
['7', '25', '52', '70', '80']	1
['28', '33', '41', '66', '75']	1
['17', '40']	2
['20', '51', '61', '66', '71']	1
['63', '82']	1
['28', '43', '47', '60']	1
['28', '40', '47', '66', '88']	1
['22', '51', '71', '88']	1
['20', '37', '40', '47']	1
['21', '26', '63', '70', '90']	1
['3', '37', '40', '60']	1
['25', '41', '50', '81', '90']	1
['40', '43', '61', '63']	2
['7', '25', '26', '66', '71']	1
['22', '27', '48']	1
['10', '21', '25', '51', '63']	1
['23', '25', '75', '81', '90']	1
['3', '7', '56', '61']	1
['55', '63', '73', '84', '89']	1
['9', '23', '25', '43', '60']	1
['3', '41', '55', '61', '79']	1
['25', '28', '41', '49', '52']	1
['25', '26', '55', '61', '79']	1
['18', '25', '41', '66', '80']	1
['9', '56', '85']	1
['11', '20', '25', '39', '73']	1
['4', '20', '40', '53', '80']	1
['10', '51', '61', '62', '80']	1
['3', '16', '21', '35']	1
['28', '51', '60', '63', '66']	1
['11', '25', '42', '47', '66']	1
['21', '26', '34', '59', '75']	1
['47', '50', '59', '76', '90']	1
['20', '29', '39', '51', '82']	1
['26', '51', '55', '81', '89']	1
['11', '23', '32', '59', '80']	1
['10', '26', '41', '48', '66']	1
['22', '55', '61', '63']	1
['4', '22', '25', '55', '73']	1
['28', '61', '73', '82', '89']	1
['14', '28', '46', '59']	1
['23', '34', '41', '50', '80']	1
['26', '63', '71', '73', '80']	1
['26', '39', '55', '77', '82']	1
['10', '23', '80', '85', '90']	1
['23', '29', '51', '86']	1
['23', '25', '46', '59', '76']	1
['25', '41', '63', '66', '88']	1
['4', '17', '80', '90']	1
['23', '26', '32', '54', '68']	1
['4', '21', '22', '63', '68']	1
['41', '66', '75', '82', '90']	1
['14', '25', '28', '50', '75']	1
['28', '48', '61', '73', '89']	1
['14', '23', '82']	1
['23', '46', '60', '68', '76']	1
['14', '34', '39', '75', '82']	1
['9', '25', '26', '55', '63']	1
['3', '7', '20', '22', '61']	1
['3', '23', '52', '70', '82']	1
['9', '23', '26', '55']	1
['4', '10', '29', '54']	1
['4', '9', '51', '89']	1
['22', '28', '78', '87', '89']	1
['14', '25', '36', '46']	1
['25', '29', '63', '83']	1
['3', '28', '47', '60', '71']	1
['9', '25', '32', '46', '68']	1
['14', '26', '55', '66', '89']	1
['22', '35', '40', '47', '88']	1
['21', '41', '50', '52', '88']	1
['9', '29', '50', '59', '61']	1
['7', '47', '63', '80', '89']	1
