Pattern	&	Frequency in the sample	&	Average-Utility	&	Length
'36'	1	5940.0	1
'497' '513' '584' '946' '1050'	1	530.2	5
'693' '877' '953'	1	606.0	3
'270' '569' '602'	1	968.0	3
'283' '992'	1	814.5	2
'6' '1487'	1	267.5	2
'108' '151' '323' '1143' '1189'	1	662.0	5
'274' '405' '1397'	1	1009.0	3
'525'	1	9405.0	1
'1394'	2	10870.0	1
'48' '218' '857' '1023' '1106'	1	561.4	5
'271' '287' '404' '1446' '1512'	1	365.2	5
'676' '1049'	2	1247.5	2
'417' '1416'	1	825.0	2
'434' '465' '810'	1	705.6666666666666	3
'404' '1024' '1186' '1340' '1446'	1	798.0	5
'74' '573' '1345' '1383'	1	789.5	4
'48' '1123' '1146'	1	729.3333333333334	3
'181' '597'	1	699.5	2
'321' '594' '620' '1096' '1342'	1	672.2	5
'5' '371' '1226' '1380'	1	797.75	4
'517' '920' '943'	1	571.0	3
'373' '978'	1	930.0	2
'1320' '1496'	1	760.0	2
'772' '982' '988' '1281'	1	2420.5	4
'924' '1128' '1223' '1344' '1373'	1	844.8	5
'216'	1	10440.0	1
'58' '62' '1383'	1	872.0	3
'179' '975' '1088' '1191'	1	977.75	4
'1272' '1307' '1521'	1	494.0	3
'278' '1460'	1	1204.5	2
'47' '513' '879' '946' '1162'	1	196.0	5
'53' '446' '652' '1008'	1	796.0	4
'361' '811' '1366' '1453'	1	853.25	4
'188' '781' '1436'	1	993.3333333333334	3
'136' '290' '473' '839' '906'	1	518.0	5
'234' '716'	1	902.0	2
'277' '693' '1153'	1	1162.0	3
'200' '988' '1055'	1	699.6666666666666	3
'856' '1476'	1	464.5	2
'308' '400' '1126' '1248'	1	643.25	4
'470' '797' '936' '1357'	1	849.75	4
'234' '640' '1272'	1	1036.0	3
'1302'	1	4070.0	1
'727' '743' '843' '870'	1	730.5	4
'436' '557' '973' '979'	1	706.5	4
'80' '410' '889' '1056' '1139'	1	794.6	5
'181' '434' '1289' '1376' '1426'	1	661.6	5
'673' '1326'	1	667.5	2
'203' '713' '1029' '1156' '1412'	1	683.6	5
'284' '583'	1	600.5	2
'677' '1177'	1	746.0	2
'271' '1236'	1	1422.5	2
'117' '599' '603' '1419'	1	555.5	4
'602'	2	13696.0	1
'191' '1148' '1200' '1383'	1	883.5	4
'478' '940' '1227' '1274' '1424'	1	1123.8	5
'1351'	2	9352.0	1
'178' '644' '1366' '1526'	1	517.25	4
'23' '489' '1481' '1552'	1	642.75	4
'369' '778' '1161' '1184'	1	848.0	4
'467' '856' '1116' '1409' '1559'	1	536.4	5
'5' '575' '1423'	1	737.0	3
'4' '33' '99' '811' '1479'	1	781.8	5
'104' '1373'	2	2067.0	2
'184' '1459'	1	724.0	2
'8' '574' '1007' '1223'	2	928.75	4
'799' '916' '1149'	1	658.3333333333334	3
'1049' '1093' '1188'	1	1196.6666666666667	3
'1014' '1087'	1	225.0	2
'331' '580' '1313' '1535'	1	893.25	4
'1245' '1261'	1	321.5	2
'736' '942' '1098'	1	554.3333333333334	3
'12' '565' '721'	1	626.3333333333334	3
'327' '617' '1096'	1	405.0	3
'227' '337' '1129' '1152' '1408'	1	679.0	5
'164' '324' '368'	1	603.0	3
'919' '1268'	1	775.0	2
'858' '1401'	1	651.0	2
'669' '702' '785' '1390' '1528'	1	815.2	5
'295' '1104'	1	401.0	2
'1144' '1214' '1221' '1514'	1	357.5	4
'368' '418' '834' '984' '1254'	1	635.0	5
'1147' '1380' '1384'	1	834.3333333333334	3
'1006' '1169'	1	768.0	2
'370' '797' '1379'	1	576.0	3
'1012' '1196' '1439'	1	670.3333333333334	3
'1368'	3	19525.0	1
'449' '599' '626' '1235'	1	710.75	4
'513' '634' '1200'	1	601.0	3
'55' '1010' '1364' '1530'	2	629.0	4
'484' '1139'	1	975.0	2
'239' '289' '948' '1470' '1514'	1	675.2	5
'343' '725' '748' '1381' '1418'	1	751.0	5
'641' '1007' '1073' '1290' '1444'	1	780.8	5
'272' '345' '755'	1	900.0	3
'55' '255' '365' '1330'	1	794.75	4
'322' '378' '488' '1070' '1453'	1	725.2	5
'702' '1041' '1291' '1390' '1417'	1	1035.6	5
'1466'	2	6480.0	1
'108' '151' '157' '806'	1	751.75	4
'164' '934'	1	869.0	2
'33' '587' '743' '942'	1	581.5	4
'68'	1	12104.0	1
'742' '925' '1292' '1358'	1	723.0	4
'590' '623' '640' '739'	1	667.0	4
'1217' '1284'	1	1231.5	2
'580' '797'	1	690.0	2
'485' '1461'	1	840.5	2
'295' '1300'	1	529.0	2
'19' '129' '712' '1094' '1521'	1	957.0	5
'69' '435'	1	1779.0	2
'16' '405' '426' '809' '832'	1	733.2	5
'382' '1093'	1	805.0	2
'918' '1288'	2	583.5	2
'1157' '1174' '1457' '1506'	1	846.5	4
'955' '1254' '1375' '1404'	1	968.0	4
'631' '924' '1480'	1	604.0	3
'20' '170' '330' '1162'	1	975.5	4
'466' '755'	1	859.0	2
'1103' '1266' '1509'	1	531.0	3
'1535'	1	5840.0	1
'746' '1062'	1	954.0	2
'322' '345' '388' '1514'	1	504.25	4
'919' '1079' '1339' '1368'	1	839.25	4
'222' '798' '1175'	1	987.0	3
'907' '930' '1389'	1	1604.6666666666667	3
'795' '1005' '1338' '1355' '1455'	1	458.2	5
'49' '149'	1	2054.5	2
'322' '365' '648' '944' '1237'	2	834.0	5
'1047' '1056' '1139'	1	901.6666666666666	3
'132' '375' '608' '1184' '1434'	1	514.6	5
'252' '348' '648' '681'	1	865.25	4
'368' '988'	2	2023.0	2
'107' '1026'	1	804.0	2
'408' '806' '1143' '1199'	1	663.0	4
'261' '328' '1110' '1116' '1270'	1	678.4	5
'587' '942' '1469'	1	743.0	3
'797' '814' '1086'	1	859.6666666666666	3
'170' '197' '546' '1056' '1499'	2	906.8	5
'12' '378' '971' '1233' '1387'	1	711.8	5
'202' '712' '1528'	1	877.3333333333334	3
'1256'	1	4270.0	1
'190' '213'	2	888.0	2
'707' '1150'	1	918.5	2
'1464'	1	14800.0	1
'893' '1203'	1	373.5	2
'252' '356' '845' '1261' '1444'	1	471.8	5
'1104' '1174' '1180' '1380' '1470'	1	970.6	5
'368' '877' '1210' '1240'	1	557.0	4
'105' '404' '454' '554'	1	585.0	4
'342' '885' '1222'	1	660.6666666666666	3
'1012' '1322'	1	756.0	2
'54' '953'	1	1417.5	2
'407' '528' '1093'	1	930.6666666666666	3
'1092'	1	5950.0	1
'225' '387' '980'	1	802.0	3
'262' '1254'	2	1820.0	2
'997' '1120' '1419'	1	473.3333333333333	3
'46' '57' '1115'	1	749.3333333333334	3
'140' '483'	1	564.0	2
'88' '121' '874' '1251'	1	861.0	4
'600' '1219'	1	700.5	2
'537' '1290' '1363'	1	745.0	3
'4' '395' '639' '1464'	1	1227.0	4
'221' '731' '760' '1430'	1	681.75	4
'575' '608' '1297'	1	547.6666666666666	3
'138' '249' '831' '1287'	1	403.0	4
'14' '36' '496' '606' '1205'	1	663.8	5
'1007' '1017' '1223' '1533'	1	939.25	4
'71' '437' '1292' '1446' '1492'	1	689.4	5
'398' '1396'	2	557.5	2
'214' '490' '646'	1	848.3333333333334	3
'102' '1177' '1200' '1460'	1	723.0	4
'94' '443' '470' '1313'	1	696.5	4
'113' '329' '806'	1	749.6666666666666	3
'372' '1044' '1071'	2	744.3333333333334	3
'35' '1088' '1148' '1464'	1	838.5	4
'571' '621' '914' '1187' '1347'	1	456.0	5
'267' '350' '849' '1232' '1255'	1	386.2	5
'117' '470' '1419'	1	864.0	3
'47' '69' '639' '1421'	1	948.5	4
'186' '469' '1022'	1	620.3333333333334	3
'307' '1166' '1409'	1	471.3333333333333	3
'200' '789' '915'	1	1065.6666666666667	3
'267'	1	4316.0	1
'283' '1209' '1465'	1	911.6666666666666	3
'835'	3	15356.0	1
'680' '1047' '1069' '1113' '1329'	1	582.2	5
'4' '229' '289'	1	1161.0	3
'89' '322' '418' '1503' '1530'	2	834.6	5
'1194'	3	9273.0	1
'9' '627' '1210' '1285'	2	558.5	4
'413' '1196' '1202'	1	738.6666666666666	3
'915' '1098' '1154' '1175'	1	541.25	4
'64' '124' '241'	2	573.0	3
'1' '101' '334' '844' '1516'	1	687.0	5
'71' '437'	1	946.0	2
'401' '418' '538' '1104'	1	548.75	4
'489' '959' '1165' '1520'	1	587.25	4
'303' '1170' '1230' '1384' '1420'	1	858.6	5
'545' '616' '1082' '1232'	1	477.5	4
'501' '572' '578' '934'	1	762.25	4
'446' '1102'	1	847.5	2
'231' '968' '1028' '1377' '1473'	1	658.8	5
'99' '342' '1245'	1	569.0	3
'253' '686' '896' '902' '1056'	1	698.2	5
'119' '186' '323' '635' '739'	1	752.4	5
'250' '460' '523' '793' '1132'	1	517.0	5
'8' '108' '574' '1217' '1223'	1	838.2	5
'580' '1428'	1	1133.5	2
'281' '1110' '1293'	1	732.3333333333334	3
'219' '276' '386' '968' '1424'	1	756.6	5
'698' '971' '1241'	1	816.0	3
'580' '1046' '1202' '1496'	1	884.5	4
'66'	2	11352.0	1
'806' '813' '1106' '1169'	1	853.5	4
'723' '1509'	1	523.5	2
'143' '332' '931' '1151'	1	547.0	4
'366' '426' '532'	1	554.0	3
'924'	2	14850.0	1
'297' '634' '800' '1117'	1	756.0	4
'74' '573' '1345' '1383' '1416'	1	854.0	5
'458' '1080' '1180'	1	759.0	3
'237' '414' '1024' '1340' '1446'	1	870.6	5
'221' '1453'	1	1043.0	2
'277' '753' '1363'	1	696.0	3
'4' '395' '406' '639'	1	1169.0	4
'36' '336' '352' '725' '895'	1	391.0	5
'304' '508'	1	947.0	2
'67' '151' '1084'	1	694.6666666666666	3
'9' '99' '692'	1	660.0	3
'242' '254' '425' '887'	1	546.0	4
'95' '461' '528' '640' '1516'	1	662.6	5
'225' '862' '868' '1194'	1	1154.5	4
'547' '1130'	1	541.0	2
'361' '421' '434' '844'	1	868.75	4
'415' '502' '968' '1118'	2	1727.5	4
'865'	1	9758.0	1
'339' '405' '1187'	1	925.3333333333334	3
'460' '523' '760'	1	582.3333333333334	3
'997' '1407' '1502'	1	761.6666666666666	3
'251' '1432'	1	970.0	2
'1016' '1516'	1	847.5	2
'1283' '1389' '1472'	1	515.0	3
'125' '1171' '1333'	2	719.6666666666666	3
'502' '659' '1507'	1	1050.0	3
'237' '287' '1340' '1436' '1512'	1	462.8	5
'772' '1022' '1148'	1	664.3333333333334	3
'96' '512'	1	833.0	2
'105' '151'	1	808.5	2
'262' '651' '1055' '1078' '1334'	1	428.4	5
'43' '113' '586' '1062'	1	582.0	4
'460' '925' '1002' '1292'	1	698.5	4
'216' '742' '819'	1	1124.0	3
'48' '658' '730'	1	622.3333333333334	3
'758' '871' '974'	1	678.3333333333334	3
'312' '1161' '1504'	1	903.6666666666666	3
'918' '1378' '1488'	1	625.0	3
'122' '416' '1102' '1385' '1524'	1	777.2	5
'277' '427' '587' '1282'	1	930.5	4
'364' '1343'	1	507.0	2
'62' '405' '482' '837' '1497'	1	1009.0	5
'4' '104' '131' '940' '1416'	1	1015.6	5
'161' '721' '1393' '1540'	1	639.75	4
'555' '621'	1	854.0	2
'144' '304' '932' '1086' '1136'	1	274.6	5
'20' '303' '1534'	1	814.0	3
'591' '1107'	1	715.5	2
'64' '124' '983'	1	364.0	3
'292' '525' '1101' '1161' '1267'	1	961.4	5
